UK;Artist;Title;SalonDate;SalonNumber;MedalClass;Genre;Technique;Format (WxL);CurrentLocation
776;Feyen, Eugène;Les musiciens de la rue;1866;709;Unique medal;Genre Painting;;;
775;Feyen, Eugène;La promenade dans le parc;1866;710;Unique medal;Genre Painting;;;
777;Feyen, Eugène;Femmes de l’île de Batz, attendant la chaloupe de passage;1866;711;Unique medal;Genre Painting;;;
778;Feyen, Eugène;Retour en bateau des pêcheuses cancalaises;1880;1411;2nd class medal;Genre Painting;Oil on canvas;107cm x 60cm;
779;Feyen, Eugène;Berceuse endormie;1880;1412;2nd class medal;Genre Painting;Oil on canvas;55cm x 78cm;
1842;Feyen-Perrin, Augustin;Charles-le-Téméraire retrouvé le surlendemain de la bataille de Nancy;1865;814;Unique medal;History Painting;Oil on canvas;305cm x 200cm;Nancy, musée des beaux-arts
1843;Feyen-Perrin, Augustin;Elégie;1865;815;Unique medal;History Painting;;;
1846;Feyen-Perrin, Augustin;"Une vanneuse ; souvenir de Cancale";1867;587;Unique medal;Genre Painting;Oil on canvas;30cm x 46cm;Bordeaux, musée des beaux-arts
1845;Feyen-Perrin, Augustin;Le nid;1867;588;Unique medal;Genre Painting;;;
1844;Feyen-Perrin, Augustin;"Baie de Kerloch ; eau-forte";1867;2609;Unique medal;Landscape;;;
1847;Feyen-Perrin, Augustin;"Retour de la pêche aux huîtres, par les grandes marées, à Cancale (ille-et-
Vilaine).";1874;721;3rd class medal;Genre Painting;Oil on canvas;200cm x 149cm;
1856;Fichel, Eugène;Une matinée dramatique;1857;964;3rd class medal;Genre Painting;;;
1853;Fichel, Eugène;La partie d’échecs;1857;965;3rd class medal;Genre Painting;;;
1852;Fichel, Eugène;La bonne aventure;1857;966;3rd class medal;Genre Painting;;;
1855;Fichel, Eugène;Portrait de Mme P…;1857;967;3rd class medal;Portrait;;;
1854;Fichel, Eugène;Portrait de Mme C…;1857;968;3rd class medal;Portrait;;;
1860;Fichel, Eugène;Les noces de Gamaches;1861;1095;Rappel of 3rd class medal;Genre Painting;;;
1859;Fichel, Eugène;La première leçon d’armes;1861;1096;Rappel of 3rd class medal;Genre Painting;;;
1858;Fichel, Eugène;Chanteurs ambulants dans un cabaret;1861;1097;Rappel of 3rd class medal;Genre Painting;;;
1857;Fichel, Eugène;Baptême de Mlle Clairon;1861;1098;Rappel of 3rd class medal;Genre Painting;Oil on canvas;57cm x 49cm;
1861;Fichel, Eugène;Portrait de M. F... père;1861;1099;Rappel of 3rd class medal;Portrait;;;
1862;Fichel, Eugène;La nuit du 24 août 1572, avant le massacre;1869;933;Unique medal;History Painting;;;Montpellier, musée Fabre
1863;Fichel, Eugène;Le fou qui vend la sagesse. (La Fontaine, livre IX, fable VIII);1869;934;Unique medal;History Painting;;;
1864;Flahaut, Léon;Dessous de bois;1869;939;Unique medal;Landscape;;;
1865;Flahaut, Léon;Souvenir des côtes de Normandie;1869;940;Unique medal;Landscape;;;
1867;Flahaut, Léon;La marée montante, à Pays (Seine-Inférieure);1878;903;2nd class medal;Landscape;;;
1866;Flahaut, Léon;Aux environs de Montbony (Loiret);1878;904;2nd class medal;Landscape;;;
1868;Flameng, François;"L'appel des Girondins, le 30 octobre 1793 ; prison de la Conciergerie";1879;1226;2nd class medal;History Painting;;;Boulogne-sur-mer, mairie
783;Flandrin, Hippolyte;Portrait de Mlle …;1848;1685;Rappel of 1st class medal;Portrait;;;
781;Flandrin, Hippolyte;Idem [Portrait] de M. …;1848;1686;Rappel of 1st class medal;Portrait;;;
782;Flandrin, Hippolyte;Idem [Portrait] de Mme …;1848;1687;Rappel of 1st class medal;Portrait;;;
780;Flandrin, Hippolyte;Etude de femme;1848;1688;Rappel of 1st class medal;Genre Painting;;;
784;Flandrin, Paul;"Deux paysages ; même numéro";1848;1689;Rappel of 2nd class medal;Landscape;;;
786;Flandrin, Paul;"Paysage ; étude d'après nature";1848;1690;Rappel of 2nd class medal;Landscape;;;
785;Flandrin, Paul;"Deux portraits ; même numéro";1848;1691;Rappel of 2nd class medal;Portrait;;;
787;Fontaine, Edmé-Adolphe;Portrait de M. le général Alexandre, commandant de l’école militaire de Saint-Cyr;1852;463;3rd class medal;Portrait;;;
788;Fontaine, Edmé-Adolphe;Portrait de M. O. Barthe, enseigne de vaisseau;1852;464;3rd class medal;Portrait;;;
789;Fontaine, Edmé-Adolphe;Portrait de Mme F.;1852;465;3rd class medal;Portrait;;;
662;Fontenay, Alexis-Daligé de;Le Wetterhorn dans la vallée de Grindelwald, canton de Berne (Suisse);1861;1142;Rappel of 2nd class medal;Landscape;;;
664;Fontenay, Alexis-Daligé de;Vue du château d’Unspunnen, à l’entrée de la vallée de Lauterbrunn, canton de Berne (Suisse);1863;714;Rappel of 2nd class medal;Landscape;;;
665;Fontenay, Alexis-Daligé de;Vue prise sur les hauteurs de l’Oberland bernois (Suisse);1863;715;Rappel of 2nd class medal;Landscape;;;
663;Fontenay, Alexis-Daligé de;Vue de la galerie Monaye, entre Saint-Bruncher et Orsières, chemin du grand Saint-Bernard (Suisse);1863;716;Rappel of 2nd class medal;Landscape;;;
790;Fortin, Charles;Chaumière du Morbihan;1849;747;1st class medal;Landscape;;;
794;Fortin, Charles;Paysannes des environs de Nantes;1849;748;1st class medal;Genre Painting;;;
791;Fortin, Charles;Effet de soleil dans une chaumière bretonne;1849;749;1st class medal;Landscape;;;
795;Fortin, Charles;Une boutique de boucher, prise de l’arrière-boutique;1849;750;1st class medal;Genre Painting;;;
792;Fortin, Charles;Intérieur, bourg de Baz;1849;751;1st class medal;Landscape;;;
793;Fortin, Charles;La fontaine de Bodilis;1849;752;1st class medal;Genre Painting;;;
797;Fortin, Charles;Cahutte de mendiant dans le Finistère;1857;1016;Rappel of 1st class medal;Genre Painting;;;
802;Fortin, Charles;L’essai d’une vocation;1857;1017;Rappel of 1st class medal;Genre Painting;;;
800;Fortin, Charles;Le mauvais joueur;1857;1018;Rappel of 1st class medal;Genre Painting;;;
799;Fortin, Charles;La fille de l’aveugle;1857;1019;Rappel of 1st class medal;Genre Painting;;;
796;Fortin, Charles;Après le marché;1857;1020;Rappel of 1st class medal;Genre Painting;;;
803;Fortin, Charles;Retour de chasse;1857;1021;Rappel of 1st class medal;Genre Painting;;;
804;Fortin, Charles;Scène de famille;1857;1022;Rappel of 1st class medal;Genre Painting;;;
801;Fortin, Charles;Les deux âges;1857;1023;Rappel of 1st class medal;Genre Painting;;;
798;Fortin, Charles;Intérieur pris à Locminé;1857;1024;Rappel of 1st class medal;Genre Painting;;;
805;Fortin, Charles;Sollicitude maternelle;1857;1025;Rappel of 1st class medal;Genre Painting;;;
811;Fortin, Charles;La fête du grand-père;1859;1103;Rappel of 1st class medal;Genre Painting;;;
808;Fortin, Charles;Effet de soleil;1859;1104;Rappel of 1st class medal;Genre Painting;;;
812;Fortin, Charles;La mèche de fouet;1859;1105;Rappel of 1st class medal;Genre Painting;;;
809;Fortin, Charles;Intérieur rustique;1859;1106;Rappel of 1st class medal;Genre Painting;;;
806;Fortin, Charles;Cancans;1859;1107;Rappel of 1st class medal;Genre Painting;;;
810;Fortin, Charles;La demande en mariage;1859;1108;Rappel of 1st class medal;Genre Painting;;;
807;Fortin, Charles;Conversation;1859;1109;Rappel of 1st class medal;Genre Painting;;;
813;Fortin, Charles;La tempête;1861;1146;Rappel of 1st class medal;Genre Painting;;;
817;Fortin, Charles;Un tailleur de campagne : Finistère;1861;1147;Rappel of 1st class medal;Genre Painting;;;
818;Fortin, Charles;Vieille histoire;1861;1148;Rappel of 1st class medal;Genre Painting;;;
814;Fortin, Charles;Intérieur;1861;1149;Rappel of 1st class medal;Genre Painting;;;
816;Fortin, Charles;Scène familière;1861;1150;Rappel of 1st class medal;Genre Painting;;;
815;Fortin, Charles;La bouillie;1861;1151;Rappel of 1st class medal;Genre Painting;;;
1869;Foubert, Émile-Louis;Satyre lutiné par des nymphes;1880;1480;3rd class medal;History Painting;;228cm x 338cm;Riom, musée Mandet
1872;Foulongne, Alfred-Charles;Au bord d’une source;1869;963;Unique medal;Genre Painting;;;
1873;Foulongne, Alfred-Charles;Portrait de Mme R***;1869;964;Unique medal;Portrait;;;
1870;Foulongne, Alfred-Charles;"Les soins du ménage ; aquarelle";1869;2746;Unique medal;Genre Painting;Watercolour;;
1871;Foulongne, Alfred-Charles;"Quiétude ; aquarelle";1869;2747;Unique medal;Genre Painting;Watercolour;;
820;Français, François-Louis;Le lac de Nemi (Italie);1848;1792;1st class medal;Landscape;;;
819;Français, François-Louis;Couvent de Saint-Thomasso (Gênes);1848;1793;1st class medal;Landscape;;;
829;Frère, Édouard;Le chapelet;1852;503;2nd class medal;Genre Painting;;;
830;Frère, Édouard;Le tonnelier;1852;504;2nd class medal;Genre Painting;;;
828;Frère, Édouard;"Intérieur ; étude";1852;505;2nd class medal;Genre Painting;;;
821;Frère, Édouard;"Intérieur ; étude";1850-1851;1165;3rd class medal;Genre Painting;;;Chartres, musée des beaux-arts
827;Frère, Édouard;L’application;1850-1851;1166;3rd class medal;Genre Painting;;;
822;Frère, Édouard;La blanchisseuse;1850-1851;1167;3rd class medal;Genre Painting;Oil on canvas;38cm x 47cm;Chartres, musée des beaux-arts
824;Frère, Édouard;La lecture;1850-1851;1168;3rd class medal;Genre Painting;;;
826;Frère, Édouard;Le fumeur;1850-1851;1169;3rd class medal;Genre Painting;;;
825;Frère, Édouard;La tricoteuse;1850-1851;1170;3rd class medal;Genre Painting;;;
823;Frère, Édouard;La cuisinière;1850-1851;1171;3rd class medal;Genre Painting;;;
841;Frère, Théodore;Porte d'un caravensérail à Bab-a-Zoun (Alger);1848;1805;2nd class medal;Landscape;;;
831;Frère, Théodore;"Boutique de barbier ; Constantine";1848;1806;2nd class medal;Genre Painting;;;
834;Frère, Théodore;"Fontaine Bir-Kadem ; Alger";1848;1807;2nd class medal;Landscape;;;
833;Frère, Théodore;"Fontaine à Bab-el-Oued ; idem [Alger]";1848;1808;2nd class medal;Landscape;Oil on canvas;54cm x 36cm;
840;Frère, Théodore;Porte d'Oran;1848;1809;2nd class medal;Landscape;;;
837;Frère, Théodore;"Marabout Sidi-Yakoub ; Alger";1848;1810;2nd class medal;Genre Painting;;;
839;Frère, Théodore;"Place du marché à Constantine ; soleil couchant";1848;1811;2nd class medal;Landscape;;;
835;Frère, Théodore;"Idem idem [Place du marché à Constantine ] ; soleil levant";1848;1812;2nd class medal;Landscape;;;
838;Frère, Théodore;"Mosquée Sidi-Abderamann ; Alger";1848;1813;2nd class medal;Landscape;;;
836;Frère, Théodore;"Marabout Sidi Sade ; idem [Alger]";1848;1814;2nd class medal;Genre Painting;;;
832;Frère, Théodore;"Café des Platanes ; idem [Alger]";1848;1815;2nd class medal;Landscape;;;
842;Frère, Théodore;"Rade d'Alger ; effet de nuit";1848;1816;2nd class medal;Landscape;;;
843;Frère, Théodore;Café de Galata, à Constantinople;1865;855;Unique medal;Landscape;;;
844;Frère, Théodore;L’île de Philoe (Nubie);1865;856;Unique medal;Landscape;;;Marseille, musée des beaux-arts
1874;Fritel, Pierre;Un martyr;1879;1277;2nd class medal;History Painting;;;
848;Fromentin, Eugène;Tentes de la smala de Si-Hamed-bel-Hadj (Sahara);1849;803;2nd class medal;Landscape;Oil on canvas;83cm x 44cm;Montpellier, musée Fabre
846;Fromentin, Eugène;Place de la Brèche, à Constantine;1849;804;2nd class medal;Landscape;;;
847;Fromentin, Eugène;Smala de Si-Hamed-bel-Hadj passant l’Oued-Biraz (Sahara);1849;805;2nd class medal;Genre Painting;;;
845;Fromentin, Eugène;Barraques du faubourg Bab-a-Zounn (Alger);1849;806;2nd class medal;Landscape;;;
849;Fromentin, Eugène;Une rue de Constantine;1849;807;2nd class medal;Landscape;;;
852;Fromentin, Eugène;Chasseur de bécasses;1857;1079;Rappel of 2nd class medal;Genre Painting;;;
850;Fromentin, Eugène;Arabes chassant au faucon (Sahara);1857;1080;Rappel of 2nd class medal;Genre Painting;;;
855;Fromentin, Eugène;Marchands arabes en voyage (Sahara);1857;1081;Rappel of 2nd class medal;Genre Painting;;;
854;Fromentin, Eugène;Halte de marchands devant El-Aghouat (Sahara);1857;1082;Rappel of 2nd class medal;Genre Painting;Oil on canvas;100cm x 70cm;
856;Fromentin, Eugène;Tribu nomade en voyage (Sahara);1857;1083;Rappel of 2nd class medal;Genre Painting;;;
853;Fromentin, Eugène;"Diffa ; réception du soir (Sahara)";1857;1084;Rappel of 2nd class medal;Genre Painting;;;
851;Fromentin, Eugène;Chasse à la gazelle dans le Hodna (Algérie);1857;1085;Rappel of 2nd class medal;Genre Painting;Oil on canvas;195cm x 98cm;Nantes, musée des beaux-arts
858;Fromentin, Eugène;Bateleurs nègres dans les tribus;1859;1172;1st class medal;Genre Painting;;;
861;Fromentin, Eugène;Une rue à El-Aghouat;1859;1173;1st class medal;Landscape;Oil on canvas;103cm x 142cm;Douai, musée de la Chartreuse
859;Fromentin, Eugène;Lisière d’oasis pendant le sirocco;1859;1174;1st class medal;Landscape;Oil on canvas;109cm x 72cm;
860;Fromentin, Eugène;Souvenir de l’Algérie;1859;1175;1st class medal;Landscape;;;
857;Fromentin, Eugène;Audience chez un khalifat (Sahara);1859;1176;1st class medal;Genre Painting;;;
1877;Gaillard, Ferdinand;Portrait de M. F. d’E…;1872;655;2nd class medal;Portrait;;;
1878;Gaillard, Ferdinand;Portrait de Mme ***;1872;656;2nd class medal;Portrait;;;
1876;Gaillard, Ferdinand;La Sainte Vierge, d’après Botticelli;1872;1979;2nd class medal;History Painting;;23cm x 32cm;Paris, musée du Louvre
1875;Gaillard, Ferdinand;Buste de la collection du comte de Nieuwerkerke;1872;1980;2nd class medal;Still Life;Oil on canvas;196cm x 118cm;Ambert, Mairie
862;"Galbrund, Alphonse
Résultats Web

Alphonse-Louis";"L’écolière ; pastel";1865;2496;Unique medal;Genre Painting;Pastel;;
2625;Gallait, Louis;La tentation;1848;1853;2nd class medal;NK;;;
2626;Gallait, Louis;Un moine;1848;1854;2nd class medal;Genre Painting;;;
2624;Gallait, Louis;Baudouin, comte de Flandre, couronné empereur de Constantinople (16 mai 1204);1848;1855;2nd class medal;History Painting;;;
1879;Gautier, Étienne;Saint Georges;1873;611;2nd class medal;History Painting;;;
1880;Gautier, Étienne;Saint Cécile;1878;989;1st class medal;History Painting;;;Lyon, cathédrale Saint Jean
1881;Gavarni, Pierre;"Mariage à la Madeleine; — aquarelle";1874;2165;3rd class medal;Genre Painting;Watercolour;71cm x 54cm;
1882;Gavarni, Pierre;"Une partie de croquet; — aquarelle";1874;2166;3rd class medal;Genre Painting;Watercolour;;
1883;Gavarni, Pierre;"Champ de courses; — aquarelle.";1874;2167;3rd class medal;Genre Painting;Watercolour;76cm x 60cm;Paris, musée Carnavalet
863;Geffroy, Edmond;Molière (le contemplateur) et les caractères de ses comédies;1857;1145;Rappel of 2nd class medal;History Painting;Oil on canvas;179cm x 138cm;Paris, Comédie française
1885;Gélibert, Jules;Loup tenant tête aux chiens;1869;1015;Unique medal;Genre Painting;;;
1886;Gélibert, Jules;Rallye-Sivry ! sanglier au ferme;1869;1016;Unique medal;Genre Painting;;;
1887;Gélibert, Jules;"Une bergerie ; dessin";1869;2772;Unique medal;Genre Painting;Drawing;;
1884;Gélibert, Jules;"Chasse aux lapins ; dessin";1869;2773;Unique medal;Genre Painting;Drawing;;
864;Gendron, Auguste;Jeune chrétienne convertissant son fiancé;1849;866;2nd class medal;Genre Painting;;;
1888;Genty, Emmanuel;La chaste Suzanne;1863;766;3rd class medal;History Painting;;;
1890;Genty, Emmanuel;Portrait de Mme G... et de ses enfants;1863;767;3rd class medal;Portrait;;;
1889;Genty, Emmanuel;Portrait de M. E. J…;1863;768;3rd class medal;Portrait;;;
2607;Georges-Sauvage, Auguste-Albert;Saint Jérôme au désert;1879;;3rd class medal;History Painting;;;
1891;Gérôme, Jean-Léon;Anacréon, Bacchus et l'Amour;1848;1932;2nd class medal;History Painting;Oil on canvas;211cm x 136cm;Toulouse, musée des Augustins
1892;Gérôme, Jean-Léon;La Vierge, l'Enfant-Jésus et saint Jean;1848;1933;2nd class medal;History Painting;Oil on canvas;75cm x 109cm;
1893;Gérôme, Jean-Léon;Portrait de M. A[rmand] G[érôme];1848;1934;2nd class medal;Portrait;Oil on canvas;94cm x 160cm;
1894;Gérôme, Jean-Léon;Une collaboration;1874;796;Medal of honor;Genre Painting;;;
1895;Gérôme, Jean-Léon;Rex Tibicen;1874;797;Medal of honor;History Painting;Oil on canvas;61cm x 79cm;Missing
1896;Gérôme, Jean-Léon;L'Éminence grise;1874;798;Medal of honor;History Painting;Oil on canvas;101cm x 69cm;Boston, Museum of Fine Arts
1897;Gervex, Henri;Satyres jouant avec une bacchante;1874;799;2nd class medal;History Painting;Oil on canvas;193cm x 159cm;Paris, musée d'Orsay
1898;Gervex, Henri;Autopsie à l’Hôtel-Dieu;1876;886;Rappel of 2nd class medal;Genre Painting;Oil on canvas;232cm x 302cm;Missing
1899;Gervex, Henri;Dans les bois;1876;887;Rappel of 2nd class medal;Genre Painting;;;
1900;Giacomotti, Félix;Agrippine quitte le camp;1864;799;Unique medal;History Painting;Oil on canvas;306cm x 215cm;Lille, palais des Beaux-arts
1901;Giacomotti, Félix;Portrait de Mme M. P…;1864;800;Unique medal;Portrait;;;
1902;Giacomotti, Félix;L’enlèvement d’Amymoné;1865;893;Unique medal;History Painting;Oil on canvas;165cm x 225cm;L’Isle-sur-Tarn, musée Lafage
1903;Giacomotti, Félix;Portrait de Mme de R. L…;1865;894;Unique medal;Portrait;;;
1904;Giacomotti, Félix;Portrait de Mme ***;1866;806;Unique medal;Portrait;;;
1905;Giacomotti, Félix;Portrait d’homme;1866;807;Unique medal;Portrait;;;
1908;Gide, Théophile;Le récit;1861;1260;3rd class medal;Genre Painting;;;
1906;Gide, Théophile;Episode de la jeunesse de Lesueur;1861;1261;3rd class medal;History Painting;;;
1907;Gide, Théophile;La récréation au couvent;1861;1262;3rd class medal;Genre Painting;;;
1910;Gide, Théophile;Une présentation;1865;897;Unique medal;Genre Painting;;;
1909;Gide, Théophile;Moines à l’étude;1865;898;Unique medal;Genre Painting;;;Alençon, musée des beaux-arts et de la dentelle
1911;Gide, Théophile;Répétition d’une messe en musique;1866;811;Unique medal;Genre Painting;Oil on canvas;95cm x 70cm;Roubaix, musée des beaux-arts
865;Gigoux, Jean;"Charlotte Corday ; dessin";1848;1952;Rappel of 1st class medal;History Painting;Drawing;;
866;Gigoux, Jean;"Sept portraits, dessins ; même numéro";1848;1953;Rappel of 1st class medal;Portrait;Drawing;;
1912;Gilbert, Victor;Un coin de la halle aux poissons, le matin;1880;1609;2nd class medal;Genre Painting;Oil on canvas;140cm x 181cm;Lille, palais des Beaux-arts
867;Ginain, Eugène;Bataille de Marengo. Mort du général Desaix;1857;1171;3rd class medal;History Painting;;;
868;Ginain, Eugène;Combat de l’Afroun. Les Arabes sont repoussés au-delà de l’Oud-jer;1857;1172;3rd class medal;History Painting;;;
869;Ginain, Eugène;Les chasseurs à pied;1857;1173;3rd class medal;Genre Painting;;;
870;Ginain, Eugène;Les zouaves;1857;1174;3rd class medal;Genre Painting;;;
